station_key,building_count_500m,building_density_per_km2_500m,building_data_missing
57257,14,17.82535362629228,False
57052,0,0.0,True
56738,241,306.8507302811742,False
55393,805,1024.957833511806,False
99990011,0,0.0,True
57110,443,564.0451183176771,False
55383,454,578.0507533097639,False
15252030,489,622.6141373754946,False
57268,25,31.830988618379067,False
56602,53,67.48169587096362,False
15286014,15,19.098593171027442,False
57104,71,90.40000767619655,False
56959,571,727.0197800437779,False
57160,43,54.749300423612,False
55385,296,376.87890524160815,False
57012,36,45.83662361046586,False
57453,693,882.3550045014678,False
57358,16,20.371832715762604,False
15648001,14,17.82535362629228,False
57503,0,0.0,True
15934015,0,0.0,True
55411,1006,1280.8789820035738,False
57423,325,413.8028520389279,False
57234,10,12.732395447351628,False
57439,848,1079.707133935418,False
57094,104,132.41691265245692,False
55394,911,1159.9212252537332,False
56715,17,21.645072260497766,False
56744,64,81.48733086305042,False
57041,32,40.74366543152521,False
57155,45,57.29577951308232,False
57097,73,92.94648676566688,False
57108,93,118.41127766037013,False
57005,59,75.1211331393746,False
15252028,41,52.202821334141674,False
57264,319,406.1634147705169,False
56658,42,53.47606087887684,False
57367,385,490.19722472303766,False
55322,1117,1422.2085714691768,False
57359,580,738.4789359463944,False
55425,306,389.6113006889598,False
56856,6,7.639437268410976,False
57186,24,30.557749073643905,False
57342,0,0.0,True
58690,653,831.4254227120613,False
15934008,0,0.0,True
56606,404,514.3887760730057,False
57294,1,1.2732395447351628,False
58847,0,0.0,True
57224,33,42.01690497626037,False
56730,108,137.50987083139756,False
57322,510,649.352167814933,False
57293,175,222.81692032865348,False
57368,8,10.185916357881302,False
57138,345,439.2676429336311,False
56869,610,776.6761222884493,False
57324,33,42.01690497626037,False
57173,226,287.7521371101468,False
56781,11,14.00563499208679,False
15334030,0,0.0,True
56615,412,524.574692430887,False
57333,105,133.69015219719208,False
56649,33,42.01690497626037,False
15286013,48,61.11549814728781,False
56841,209,266.107064849649,False
56678,96,122.23099629457562,False
57360,15,19.098593171027442,False
57395,0,0.0,True
57106,250,318.3098861837907,False
57263,43,54.749300423612,False
56662,1,1.2732395447351628,False
57238,1,1.2732395447351628,False
15828005,39,49.65634224467134,False
15334003,340,432.90144520995534,False
57419,413,525.8479319756223,False
57426,489,622.6141373754946,False
57258,14,17.82535362629228,False
15934007,0,0.0,True
57408,55,70.02817496043394,False
56844,20,25.464790894703256,False
57047,31,39.470425886790046,False
57134,111,141.32958946560305,False
56706,480,611.1549814728781,False
57289,202,257.19438803650286,False
57083,393,500.38314108091896,False
57458,0,0.0,True
15334004,1053,1340.7212406061265,False
56369,0,0.0,True
58871,0,0.0,True
57425,482,613.7014605623484,False
15286009,17,21.645072260497766,False
57316,10,12.732395447351628,False
57354,24,30.557749073643905,False
15286007,51,64.9352167814933,False
15286011,17,21.645072260497766,False
15334016,10,12.732395447351628,False
57101,91,115.86479857089981,False
15286010,580,738.4789359463944,False
57182,201,255.92114849176772,False
56888,19,24.19155134996809,False
56748,79,100.58592403407786,False
56740,32,40.74366543152521,False
57127,40,50.92958178940651,False
56613,144,183.34649444186343,False
99990010,331,421.44228930733885,False
57290,43,54.749300423612,False
56663,31,39.470425886790046,False
57078,695,884.9014835909381,False
15286003,244,310.6704489153797,False
55432,64,81.48733086305042,False
57502,0,0.0,True
57168,7,8.91267681314614,False
56860,53,67.48169587096362,False
57300,67,85.3070494972559,False
56857,334,425.26200794154437,False
57462,12,15.278874536821952,False
15334014,0,0.0,True
57373,2,2.5464790894703255,False
57105,226,287.7521371101468,False
56855,17,21.645072260497766,False
57096,700,891.2676813146139,False
55306,357,454.5465174704531,False
56827,37,47.10986315520102,False
56729,709,902.7268372172304,False
57128,59,75.1211331393746,False
57025,212,269.9267834838545,False
56918,0,0.0,True
57438,26,33.10422816311423,False
57159,21,26.73803043943842,False
57555,0,0.0,True
56868,500,636.6197723675814,False
56838,363,462.1859547388641,False
56914,72,91.67324722093171,False
15154104,27,34.37746770784939,False
56801,804,1023.6845939670709,False
57361,72,91.67324722093171,False
57314,54,68.75493541569878,False
57297,154,196.07888988921505,False
55406,741,943.4705026487555,False
56950,2,2.5464790894703255,False
56745,8,10.185916357881302,False
57183,19,24.19155134996809,False
56778,448,570.411316041353,False
58892,94,119.6845172051053,False
57017,51,64.9352167814933,False
57060,47,59.84225860255265,False
56980,1547,1969.7015757052968,False
56974,58,73.84789359463944,False
57055,99,126.0507149287811,False
57048,11,14.00563499208679,False
55357,452,575.5042742202936,False
56984,391,497.83666199144864,False
55386,306,389.6113006889598,False
57441,436,555.1324415045309,False
56949,5,6.366197723675814,False
56683,49,62.38873769202297,False
57413,11,14.00563499208679,False
57103,3,3.819718634205488,False
57522,0,0.0,True
15334002,90,114.59155902616465,False
57136,69,87.85352858672623,False
57443,332,422.71552885207404,False
57429,308,392.1577797784301,False
56989,14,17.82535362629228,False
56912,36,45.83662361046586,False
58893,731,930.738107201404,False
56705,109,138.78311037613273,False
55430,351,446.9070802020421,False
15934011,0,0.0,True
57133,270,343.77467707849394,False
57141,69,87.85352858672623,False
56795,819,1042.7831871380984,False
56716,49,62.38873769202297,False
57357,51,64.9352167814933,False
57518,0,0.0,True
56873,76,96.76620539987236,False
56891,29,36.92394679731972,False
99990004,0,0.0,True
56836,37,47.10986315520102,False
55307,450,572.9577951308232,False
56800,134,170.6140989945118,False
56976,126,160.4281826366305,False
57369,117,148.96902673401405,False
55355,517,658.2648446280791,False
57456,0,0.0,True
56820,109,138.78311037613273,False
58872,0,0.0,True
15334029,0,0.0,True
57271,85,108.22536130248884,False
56819,255,324.6760839074665,False
56814,40,50.92958178940651,False
57457,0,0.0,True
57085,208,264.83382530491383,False
57053,246,313.21692800485005,False
56846,26,33.10422816311423,False
15934006,0,0.0,True
15334001,197,250.82819031282705,False
57143,69,87.85352858672623,False
15934009,0,0.0,True
57365,390,496.56342244671345,False
57051,32,40.74366543152521,False
99990013,106,134.96339174192724,False
15252035,0,0.0,True
15252018,0,0.0,True
58703,0,0.0,True
57176,48,61.11549814728781,False
56973,405,515.662015617741,False
57535,0,0.0,True
57174,32,40.74366543152521,False
15648002,658,837.7916204357371,False
56916,0,0.0,True
57377,4,5.092958178940651,False
57250,30,38.197186342054884,False
57305,19,24.19155134996809,False
57140,96,122.23099629457562,False
55329,1182,1504.9691418769623,False
56951,669,851.7972554278239,False
56881,157,199.89860852342056,False
57256,30,38.197186342054884,False
15286012,98,124.77747538404594,False
15334032,0,0.0,True
15334006,210,267.38030439438415,False
56927,8,10.185916357881302,False
15828001,96,122.23099629457562,False
57042,198,252.1014298575622,False
56776,528,672.2704796201659,False
15286001,682,868.349369509381,False
57430,304,387.06482159948945,False
17126149,639,813.600069085769,False
57102,92,117.13803811563497,False
56863,55,70.02817496043394,False
57050,52,66.20845632622846,False
55348,735,935.8310653803446,False
15934010,0,0.0,True
57011,59,75.1211331393746,False
56753,7,8.91267681314614,False
56837,39,49.65634224467134,False
56762,46,58.569019057817485,False
57434,16,20.371832715762604,False
56885,61,77.66761222884493,False
57440,466,593.3296278465858,False
57135,145,184.6197339865986,False
57318,0,0.0,True
57034,43,54.749300423612,False
56895,6,7.639437268410976,False
56892,237,301.75777210223356,False
57203,12,15.278874536821952,False
57476,24,30.557749073643905,False
57118,117,148.96902673401405,False
99990003,6,7.639437268410976,False
55363,551,701.5549891490747,False
56896,8,10.185916357881302,False
57267,45,57.29577951308232,False
56694,563,716.8338636858966,False
57356,13,16.552114081557114,False
57298,84,106.95212175775367,False
55318,293,373.0591866074027,False
56823,103,131.14367310772175,False
57362,35,44.563384065730695,False
57537,0,0.0,True
56865,110,140.0563499208679,False
55388,355,452.00003838098274,False
15286002,372,473.6451106414805,False
56845,119,151.51550582348438,False
58870,20,25.464790894703256,False
15370001,476,606.0620232939375,False
56861,97,123.50423583931078,False
57178,19,24.19155134996809,False
57095,8,10.185916357881302,False
57327,325,413.8028520389279,False
55423,293,373.0591866074027,False
57073,90,114.59155902616465,False
15334031,268,341.2281979890236,False
57019,93,118.41127766037013,False
58654,356,453.27327792571793,False
57008,64,81.48733086305042,False
56780,23,29.284509528908742,False
56802,358,455.81975701518826,False
55304,209,266.107064849649,False
57049,5,6.366197723675814,False
56925,42,53.47606087887684,False
56872,83,105.67888221301851,False
15286008,118,150.2422662787492,False
56982,10,12.732395447351628,False
57000,49,62.38873769202297,False
56981,14,17.82535362629228,False
56975,139,176.98029671818762,False
56965,70,89.12676813146139,False
57328,688,875.988806777792,False
57277,42,53.47606087887684,False
56908,6,7.639437268410976,False
56758,11,14.00563499208679,False
56821,84,106.95212175775367,False
57113,52,66.20845632622846,False
15286006,15,19.098593171027442,False
