station_key,station_id,name,road_name,intersection,lga,suburb,post_code,wgs84_latitude,wgs84_longitude,commercial_pct_500m,green_recreation_pct_500m,industrial_pct_500m,institutional_pct_500m,residential_pct_500m,transport_other_pct_500m,landuse_data_missing
57143,55052,Wakehurst Parkway,Wakehurst Parkway,Dreadnought Road,Warringah,Oxford Falls,2100.0,-33.737915,151.244888,0.0,3.206302001365179,1.4873317243441133,28.58497349487992,66.72139277941079,0.0,False
15934009,T0297,Great Western Highway,Great Western Highway Hvcs,Carawatha Road,Blue Mountains,Blackheath,2785.0,-33.618145,150.274261,0.0,0.0,0.0,0.0,0.0,0.0,True
57365,72022,Castle Hill Road,Castle Hill Road,Old Northern Road,Hornsby,Castle Hill,2154.0,-33.730938,151.017548,0.0,4.396542760644492,0.0,0.0,95.60345723935552,0.0,False
57051,50240,Briens Road,Briens Road,Old Windsor Road,Parramatta,Northmead,2152.0,-33.796436,150.987595,4.957896172618381,0.0,38.58594105213191,0.0,56.456162775249716,0.0,False
99990013,9834-PR,Kingsway,Kingsway,Sylvania Road,Sutherland,Miranda,2228.0,-34.033203,151.092529,0.23075286122385114,2.337890434889905,0.0,0.0,92.52028431031431,4.9110723935719465,False
15252035,7274,Great Western Highway,Great Western Highway,Carlisle Avenue,Blacktown,Minchinbury,2770.0,-33.779202,150.814102,0.0,0.0,0.0,0.0,100.0,0.0,False
15252018,6188,Great Western Highway,Great Western Highway,Victoria Street,Blue Mountains,Mount Victoria,2786.0,-33.582989,150.240768,0.0,0.0,0.0,0.0,0.0,0.0,True
58703,99043,Great Western Highway,Great Western Highway,Railway Parade,Blue Mountains,Bullaburra,2784.0,-33.724335,150.405151,0.0,0.0,0.0,0.0,0.0,0.0,True
57176,60005,Hume Highway,Hume Highway,South Western Motorway,Liverpool,Liverpool,2170.0,-33.937553,150.913849,3.889517343352645,0.0,0.0,0.0,96.11048265664735,0.0,False
56973,43236,Fairford Road,Fairford Road,Aster Avenue,Bankstown,Bankstown,2200.0,-33.926025,151.038132,0.0,0.0,10.006795256596286,0.0,89.99320474340372,0.0,False
57535,87001,Great Western Highway,Great Western Highway,High Street,Penrith,Penrith,2750.0,-33.746132,150.681915,0.0,0.0,0.0,0.0,0.0,0.0,True
57174,60002,South Western Motorway,South Western Motorway,Lakewood Crescent,Liverpool,Moorebank,2170.0,-33.939297,150.921341,0.0,0.0,62.26282401475961,0.0,23.78323625224991,13.953939732990476,False
15648002,9849,The Boulevarde,The Boulevarde,Torrington Road,Strathfield,Strathfield,2135.0,-33.877975,151.093185,0.04612190462933147,0.0,0.0,0.6018857528289657,99.35199234254169,0.0,False
56916,37005,Princes Highway,Princes Highway,Yanagang Street,Sutherland,Waterfall,2233.0,-34.132504,150.993759,0.0,0.0,0.0,0.0,0.0,0.0,True
57377,72083,Renown Road,Renown Road,Barclay Road,The Hills,North Rocks,2151.0,-33.765114,151.009125,0.0,0.0,0.0,0.0,100.0,0.0,False
57250,66240,The Horsley Drive,The Horsley Drive,Fairfield Street,Fairfield,Fairfield,2165.0,-33.870174,150.96106,13.387432474863243,0.677896157436065,24.109546513454635,0.0,61.82512485424605,0.0,False
57305,70067,Eastern Road,Eastern Road,Westlink M7,Blacktown,Rooty Hill,2766.0,-33.771648,150.857834,0.0,60.44667530558922,15.675886579074987,0.0,0.0,23.87743811533579,False
57140,55049,Pittwater Road,Pittwater Road,Jenkins Street,Warringah,Collaroy,2097.0,-33.729507,151.30011,1.7648297001388584,2.946162340416178,0.0,0.0,95.28900795944497,0.0,False
55329,02062,Enmore Road,Enmore Road,Bailey Street,Marrickville,Newtown,2042.0,-33.898201,151.177399,17.991142129750116,2.676853621488587,0.0,1.1835829816436956,77.95486560273108,0.19355566438652405,False
56951,42101,South Western Motorway,South Western Motorway,Ely Street,Bankstown,Revesby,2212.0,-33.940006,151.012375,0.35968521033313794,0.5082067912964364,23.902893076416742,0.060506621542736665,75.16870830041094,0.0,False
56881,33098,Willoughby Road,Willoughby Road,Small Street,Willoughby,Willoughby,2068.0,-33.811386,151.199509,3.1078478227648048,6.067116289944495,0.0,0.0,90.82503588729071,0.0,False
57256,66248,Warren Road,Warren Road,Smithfield Road,Fairfield,Smithfield,2164.0,-33.850235,150.944809,1.4188902901431262,5.3715784748253075,79.09631202401958,0.0,14.113219211011984,0.0,False
15286012,7163,Victoria Road,Victoria Road,Evans Street,Leichhardt,Rozelle,2039.0,-33.865181,151.171997,9.076897403793685,0.2271947445920802,4.288990129845138,0.9242314259994224,81.27259812738038,4.210088168389288,False
15334032,T0384,Bells Line Of Road,Bells Line Of Road,Sandham Road,Blue Mountains,Bell,2786.0,-33.511532,150.284225,0.0,0.0,0.0,0.0,0.0,0.0,True
15334006,9827,Pittwater Road,Pittwater Road,Devitt Street,Warringah,Narrabeen,2101.0,-33.719955,151.298111,2.347880558448059,0.0,0.0,0.0,97.65211944155193,0.0,False
56927,40041,King Georges Road,King Georges Road,Cooleen Street,Kogarah,Blakehurst,2221.0,-33.984394,151.109436,0.914817551097258,0.0,2.238514990615321,0.3371833553262112,96.50948410296121,0.0,False
15828001,7184,Ryde Road,Ryde Road,Lady Game Drive,Ku-Ring-Gai,West Pymble,2073.0,-33.772957,151.135391,0.0,0.0,0.0,0.0,100.0,0.0,False
57042,50207,Victoria Road,Victoria Road,Bridge Street,Parramatta,Parramatta,2150.0,-33.809143,151.025696,0.0,20.970644034938612,8.029820224504137,0.6748721775261173,59.76424057251511,10.560422990516024,False
56776,24008,King Georges Road,King Georges Road,The Boulevarde,Canterbury,Wiley Park,2195.0,-33.922554,151.068237,2.6487602702253037,0.5981988605616425,1.2228989738929075,0.0,89.29470905030594,6.2354328450141985,False
15286001,7121,South Dowling Street,South Dowling Street,Eastern Distributor,Sydney,Surry Hills,2010.0,-33.886032,151.218079,0.5914936522390848,14.421635266839683,0.002703022254807252,41.8835693348236,37.69785297180243,5.402745752040401,False
57430,74202,Pacific Highway,Pacific Highway,Mills Avenue,Hornsby,Asquith,2077.0,-33.684055,151.110504,1.0198781753412616,0.7647540642888052,0.0,0.7426175861687017,90.56461743302884,6.908132741172386,False
17126149,7120,South Dowling Street,South Dowling Street,Fitzroy Street,Sydney,Surry Hills,2010.0,-33.886311,151.217911,0.6283584822831942,12.78167242314139,0.0,40.77650853114357,40.047370904197074,5.7660896592347735,False
57102,52040,Epping Road,Epping Road,Rivett Road,Ryde,North Ryde,2113.0,-33.798531,151.138992,48.04108278487841,7.217852225931192,0.0,0.0,40.40663328870053,4.334431700489865,False
56863,32039,River Road,River Road,Fleming Street,Lane Cove,Lane Cove,2066.0,-33.825085,151.178818,0.0,0.0,0.0,0.0,97.3527623045173,2.647237695482703,False
57050,50234,Victoria Road,Victoria Road,Myrtle Street,Parramatta,Rydalmere,2116.0,-33.812046,151.039719,0.6700338682645428,0.10567902765669827,58.67229541992723,0.20226588598561338,39.92472191822143,0.4250038799444778,False
55348,02243,Eastern Distributor,Eastern Distributor,Flinders Street,Sydney,Darlinghurst,2010.0,-33.884388,151.217804,0.9384726430631636,12.925162196028339,3.5061453209996554,39.19232805347258,42.63581329293442,0.8020784935018335,False
15934010,T0298,Great Western Highway,Great Western Highway Hvcs,Carawatha Road,Blue Mountains,Blackheath,2785.0,-33.617626,150.274033,0.0,0.0,0.0,0.0,0.0,0.0,True
57011,49001,Parramatta Road,Parramatta Road,Marsh Street,Parramatta,Granville,2142.0,-33.832489,151.016388,19.43990877619997,1.7918334900591046,39.016795254244805,0.0,34.99168527099947,4.759777208496658,False
56753,23032,Forest Road,Forest Road,Bayview Street,Rockdale,Bexley,2207.0,-33.947483,151.12796,5.504929807626695,0.13894677661122704,0.0,0.0,93.73891937733467,0.617204038427424,False
56837,28121,Western Motorway,Western Motorway,Homebush Bay Drive,Strathfield,Homebush West,2140.0,-33.85783,151.070923,11.786990035589005,7.629368509970251,62.447638757471225,0.0,18.136002696969513,0.0,False
56762,23067,Marsh Street,Marsh Street,Rockwell Avenue,Rockdale,Arncliffe,2205.0,-33.934475,151.15831,0.09393837339185972,0.39463776227182557,6.061029457157307,0.0,60.14082256860084,33.30957183857817,False
57434,74218,Pennant Hills Road,Pennant Hills Road,Frith Avenue,Hornsby,Wahroonga,2076.0,-33.720676,151.10527,0.0,0.0,0.07230818284154,0.25405814923772874,98.7359012040311,0.9377324638896438,False
56885,34001,Spit Road,Spit Road,Manly Road,Mosman,Middle Harbour,2087.0,-33.803474,151.246109,0.0,3.094132365872954,0.9068413967641678,0.0,95.99902623736288,0.0,False
57440,74229,Beecroft Road,Beecroft Road,Old Beecroft Road,Hornsby,Cheltenham,2119.0,-33.760658,151.07962,0.0,4.8796396651116085,0.0,0.0,95.10570360505164,0.014656729836743992,False
57135,55030,Pittwater Road,Pittwater Road,Lismore Avenue,Warringah,Dee Why,2099.0,-33.747414,151.290802,8.393828845942028,0.0,0.0,0.28776946059825437,91.31840169345972,0.0,False
57318,71014,Great Western Highway,Great Western Highway,Hewitt Street,Penrith,Oxley Park,2760.0,-33.776749,150.803101,0.0,0.0,0.0,0.0,0.0,0.0,True
57034,50054,Windsor Road,Windsor Road,Lombard Street,Parramatta,Northmead,2152.0,-33.788662,150.995102,3.586030440063649,0.0,2.241762396409045,0.0,94.1722071635273,0.0,False
56895,36001,Princes Highway,Princes Highway,Townson Street,Kogarah,Blakehurst,2221.0,-33.997036,151.116333,0.0,1.2990064974869475,0.007043001641748758,0.0,98.6939505008713,0.0,False
56892,34029,Wakehurst Parkway,Wakehurst Parkway,Judith Street,Manly,Seaforth,2092.0,-33.781223,151.237793,0.0,14.748202931324514,5.434146886280857,0.0,79.81765018239462,0.0,False
57203,64022,Elizabeth Drive,Elizabeth Drive,Airlie Crescent,Liverpool,Cecil Hills,2171.0,-33.88306,150.851425,2.531712932905136,0.0,0.0,0.0,97.46828706709486,0.0,False
57476,84001,Hume Motorway,Hume Motorway,Brooks Road,Campbelltown,Ingleburn,2565.0,-33.989937,150.8526,0.0,0.0,47.39732727997393,0.0,52.60267272002608,0.0,False
57118,53198,Pacific Highway,Pacific Highway,Bruce Avenue,Ku-Ring-Gai,Killara,2071.0,-33.761337,151.154983,1.33398743962645,0.426346108491346,0.0,0.5162760236195213,94.58691317840282,3.13647724985986,False
99990003,7119-PR,Hawkesbury Road,Hawkesbury Road,Great Western Highway,Holroyd,Merrylands,2160.0,-33.817974,150.981827,0.0,0.08111757922069036,0.0,2.4519437853238752,97.46693863545542,0.0,False
55363,02309,O'riordan Street,O'riordan Street,Johnson Street,Sydney,Alexandria,2015.0,-33.907532,151.200974,16.234967999884795,1.216409056301276,29.48785044614317,0.0,32.040853735701845,21.019918761968913,False
56896,36002,Taren Point Road,Taren Point Road,Old Taren Point Road,Sutherland,Taren Point,2229.0,-34.011719,151.126007,0.0,0.5335461018872284,0.024436708868123967,0.0,99.44201718924464,0.0,False
57267,68024,Great Western Highway,Great Western Highway,Rawson Road,Holroyd,Wentworthville,2145.0,-33.814941,150.966827,7.294840620397321,10.305746721486278,6.355488986546841,1.4894878938046696,74.28633627255076,0.26809950521412423,False
56694,19065,Parramatta Road,Parramatta Road,Mathieson Street,Leichhardt,Annandale,2038.0,-33.887417,151.173325,7.026133731274623,0.3193073338603497,2.173056824452664,0.0,87.91272929876123,2.568772811651122,False
57356,71180,Old Windsor Road,Old Windsor Road,Balmoral Road,The Hills,Kellyville,2155.0,-33.726486,150.940506,5.192722204603611,1.8590880734702049,0.08437955819498148,0.0,55.567273125454406,37.2965370382768,False
57298,70001,Great Western Highway,Great Western Highway,Rudders Lane,Blacktown,Eastern Creek,2766.0,-33.791676,150.867493,3.8690325765311924,5.733528684656093,90.39743873881272,0.0,0.0,0.0,False
55318,02015,City Road,City Road,Barff Road,Sydney,Camperdown,2050.0,-33.888699,151.191421,1.9558840090892666,47.691208788296876,0.0,0.0,50.35290720261386,0.0,False
56823,28022,Liverpool Road,Liverpool Road,Gould Street,Strathfield,Strathfield South,2136.0,-33.887241,151.073135,7.156203767001883,2.4798257228357654,48.68985511308473,0.0,41.653065034259114,0.02105036281849765,False
57362,72013,James Ruse Drive,James Ruse Drive,North Rocks Road,The Hills,North Rocks,2151.0,-33.791458,151.001419,10.50907594790349,3.8818818252811758,3.792791076240063,0.0,81.81625115057527,0.0,False
57537,87006,Western Motorway,Western Motorway,Loftus Street,Penrith,Regentville,2745.0,-33.770508,150.667374,0.0,0.0,0.0,0.0,0.0,0.0,True
56865,32097,Mowbray Road,Mowbray Road,Walkers Drive,Willoughby,Lane Cove North,2066.0,-33.80106,151.146164,35.903504388126095,1.677450055789172,15.968675081484768,0.0,42.26782028225503,4.182550192344936,False
55388,02381,Western Distributor,Western Distributor,Harris Street,Sydney,Ultimo,2007.0,-33.874912,151.197159,22.924210306122454,2.46748526697453,5.05073912686614,0.0,52.72500200997895,16.832563290057923,False
15286002,7126,Kingsway,Kingsway,Port Hacking Road,Sutherland,Miranda,2228.0,-34.035271,151.113007,0.1842889527245062,2.964385634757354,0.029179424750051603,0.0,92.68239200845913,4.139753979308948,False
56845,30005,Parramatta Road,Parramatta Road,Cheltenham Road,Canada Bay,Five Dock,2046.0,-33.869789,151.112778,10.232359559373162,4.664481600537093,9.758053169915273,0.37382303222179436,74.82805782135429,0.14322481659838793,False
58870,F3FWY001,Pacific Motorway,Pacific Motorway,Curtin Avenue,Ku-Ring-Gai,North Wahroonga,2076.0,-33.694206,151.121323,0.0,8.529140098616441,27.524141829316573,0.0,63.946718072066986,0.0,False
15370001,7139,New South Head Road,New South Head Road,Mclachlan Avenue,Sydney,Darlinghurst,2010.0,-33.876884,151.228683,1.900309853802755,58.98799132544451,0.0,0.0,18.893807789324548,20.217891031428188,False
56861,32029,Burns Bay Road,Burns Bay Road,Linley Lane,Lane Cove,Lane Cove West,2066.0,-33.821175,151.149902,2.4545144633168205,0.43859754178123794,0.0,0.0,97.10688799490194,0.0,False
57178,60032,Elizabeth Drive,Elizabeth Drive,Reservoir Road,Liverpool,Liverpool,2170.0,-33.914284,150.907883,2.0067015187951136,0.0,0.0,0.0,97.99329848120489,0.0,False
57095,51234,Lane Cove Road,Lane Cove Road,Lavarack Street,Ryde,Ryde,2112.0,-33.80019,151.114365,0.0,0.7985726009523446,0.27522561070088986,0.0,98.92620178834677,0.0,False
57327,71043,Summerland Crescent,Summerland Crescent,Everingham Street,Blacktown,Colebee,2761.0,-33.726101,150.844681,9.272067248378818,7.339180995817463,0.0,29.199116570514928,54.12456880393391,0.06506638135487107,False
55423,02413,Allen Street,Allen Street,Bulwara Road,Sydney,Pyrmont,2009.0,-33.873695,151.195328,26.540005036628667,0.6964004779135152,6.160049069257321,0.0,49.10554439860244,17.49800101759805,False
57073,51005,Lane Cove Road,Lane Cove Road,Curzon Street,Ryde,Ryde,2112.0,-33.809544,151.106827,7.764764736323676,0.0,0.0,0.0,91.25327319956918,0.9819620641071478,False
15334031,T0345,Galston Road,Galston Road,Clarinda Street,Hornsby,Hornsby,2077.0,-33.689632,151.097748,0.0,2.4798537239538168,0.7035751845896311,0.0,96.4730438248969,0.34352726655964044,False
57019,49095,James Ruse Drive,James Ruse Drive,Thomas Street,Parramatta,Parramatta,2150.0,-33.814327,151.022492,0.0,11.779607559172405,25.28102651615487,0.0,43.40319705137394,19.536168873298788,False
58654,980FDSC,Great Western Highway,Great Western Highway,Steele Street,Parramatta,Parramatta,2150.0,-33.818405,150.994781,4.517078209811806,5.011076831156812,0.0,0.0,88.14177229225955,2.330072666771834,False
57008,48001,Western Motorway,Western Motorway,Mons Street,Auburn,Lidcombe,2141.0,-33.852379,151.057754,0.32241707084369137,0.0,35.457239828292636,0.0,49.522532840752554,14.697810260111108,False
56780,24021,Punchbowl Road,Punchbowl Road,Margaret Street,Strathfield,Belfield,2191.0,-33.899914,151.088058,3.4669381803486714,0.0,0.488271576875055,0.6004781689803489,95.44431207379593,0.0,False
56802,25002,Parramatta Road,Parramatta Road,St Davids Road,Ashfield,Ashfield,2131.0,-33.885006,151.136261,5.545361597937491,0.192300830382136,0.16118953528580682,4.149406796115418,89.95174124027913,0.0,False
55304,01003,Sydney Harbour Tunnel,Sydney Harbour Tunnel,Cahill Expressway,Sydney,Sydney,2000.0,-33.860836,151.213791,30.905496591019727,53.8689558691751,10.827659557732721,0.0,0.0,4.397887982072437,False
57049,50233,Silverwater Road,Silverwater Road,Batten Crescent,Parramatta,Ermington,2115.0,-33.807297,151.053345,0.0,3.6813039647988495,0.0,0.0,96.31869603520116,0.0,False
56925,40017,Princes Highway,Princes Highway,Carwar Lane,Kogarah,Carss Park,2221.0,-33.981586,151.118088,0.7993101610463549,0.28973372541634745,8.903209340830404,0.0,89.89565174665486,0.11209502605202906,False
56872,33023,Eastern Valley Way,Eastern Valley Way,Sunnyside Crescent,Willoughby,Castlecrag,2068.0,-33.799751,151.210465,0.6281353766106565,0.0,0.0,0.0,98.34489245390667,1.0269721694826943,False
15286008,7153,Olympic Drive,Olympic Drive,Vaughan Street,Auburn,Lidcombe,2141.0,-33.8651123046875,151.041610717773,7.497608277052374,0.42664786252317666,2.2082737547371916,0.7195953212389985,89.14787478444825,0.0,False
56982,44002,Hume Highway,Hume Highway,Woodville Road,Bankstown,Villawood,2163.0,-33.8899269104004,150.973999023438,0.0,0.0,0.0,0.0,100.0,0.0,False
57000,44139,Hume Highway,Hume Highway,Knight Street,Fairfield,Lansvale,2166.0,-33.8911323547363,150.965896606445,0.9103366929284911,0.0,29.831570804965512,0.0,69.258092502106,0.0,False
56981,44001,Newbridge Road,Newbridge Road,Henry Lawson Drive,Bankstown,Milperra,2214.0,-33.9292488098145,150.979049682617,17.336781684420792,0.0,0.0,0.0,82.66321831557921,0.0,False
56975,43239,Hume Highway,Hume Highway,Stacey Street,Bankstown,Greenacre,2190.0,-33.9051513671875,151.041351318359,0.9029519714875583,0.0,35.97918175253602,0.0,63.11786627597643,0.0,False
56965,43216,Joseph Street,Joseph Street,Lewis Street,Auburn,Regents Park,2143.0,-33.8876495361328,151.039489746094,0.0,0.0,80.29265030202652,0.0,18.91240933006397,0.7949403679095123,False
57328,71046,Francis Road,Francis Road,North Parade,Blacktown,Rooty Hill,2766.0,-33.7716369628906,150.836044311523,13.279255945369162,2.436925138355275,0.0,0.0,78.55397453227553,5.729844384000033,False
57277,68225,Gipps Road,Gipps Road,Long Street,Fairfield,Smithfield,2164.0,-33.8419532775879,150.926940917969,0.0,32.0390018248873,46.7989275210404,0.0,21.1620706540723,0.0,False
56908,36188,River Road,River Road,Menai Road,Sutherland,Woronora,2232.0,-34.019458770752,151.049346923828,0.0,0.0,0.018984582101782766,0.0,99.9810154178982,0.0,False
56758,23055,General Holmes Drive,General Holmes Drive,Rowley Street,Rockdale,Brighton-Le-Sands,2216.0,-33.954906463623,151.158676147461,0.25823009190894514,0.01908969229965416,0.0,0.0,99.7226802157914,0.0,False
56821,28009,Centenary Drive,Centenary Drive,Hume Highway,Strathfield,Strathfield,2135.0,-33.8840827941895,151.069564819336,29.28536337222352,1.9088702320674438,16.95338042847246,0.0,48.701290519659196,3.151095447577385,False
57113,53053,Eastern Arterial Road,Eastern Arterial Road,Nicholson Avenue,Ku-Ring-Gai,St Ives,2075.0,-33.75,151.173416137695,1.1183294524414045,0.16208446885769195,0.0,0.0,98.7195860787009,0.0,False
15286006,7149,Newbridge Road,Newbridge Road,Henry Lawson Drive,Bankstown,Milperra,2214.0,-33.9294929504395,150.980163574219,19.45005502844967,0.0,0.0,0.0,80.54994497155033,0.0,False
